Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company,Daily_Return,20_day_MA,50_day_MA,200_day_MA,Volatility_20,Momentum,Average_Volume
2023-11-27,96.13369350451583,96.61231853072269,93.49239354709553,93.58201599121094,96962000,0.0,0.0,AVGO,-0.029248041260105273,91.3859016418457,,,5.103785727415643,0.07593011163164087,
2023-11-28,92.56764948529374,93.64307375708489,91.9984177181527,93.19892120361328,39025000,0.0,0.0,AVGO,-0.004093679576572029,91.90342750549317,,,4.701430121995354,0.04850599233020869,
2023-11-29,93.3948994049656,94.4870715388748,92.51150820023818,92.6552963256836,34843000,0.0,0.0,AVGO,-0.005832952473151742,92.3931812286377,,,4.192436942927426,0.06380594073282464,
2023-11-30,92.67204125280848,92.8118847352337,90.44338155030275,91.168212890625,49571000,0.0,0.0,AVGO,-0.01604963228255718,92.75160865783691,,,3.7164926841627213,0.043628721588877095,
2023-12-01,90.84617393293107,91.97281102768285,89.42211774891612,91.58872985839844,29612000,0.0,0.0,AVGO,0.004612539331860566,93.0406551361084,,,3.3552699688966334,0.07163845987876138,
2023-12-04,90.66693376364238,91.68425518616806,90.25330154408462,90.99488067626953,25009000,0.0,0.0,AVGO,-0.006483867426123613,93.24397239685058,,,3.077074163723039,0.0824010648602207,
2023-12-05,89.77665950321754,90.33504914233117,89.21038056392939,89.92634582519531,37066000,0.0,0.0,AVGO,-0.011742801827233751,93.40297241210938,,,2.7926707996899265,0.05903371248683609,
2023-12-06,90.63935352717496,90.69942490469028,88.93954016799199,88.99272155761719,24813000,0.0,0.0,AVGO,-0.010382099472750372,93.4316307067871,88.03490798950196,,2.741308157480686,0.02556984435578724,24653300.0
2023-12-07,89.17984488821328,91.00965144171403,88.9927257317641,90.82646942138672,43517000,0.0,0.0,AVGO,0.02060559371231596,93.48643608093262,88.2426075744629,,2.6735354093715467,0.08548420127583167,25216600.0
2023-12-08,91.37600642486069,93.630272464944,89.67127896804291,92.99703216552734,69668000,0.0,0.0,AVGO,0.023897909474718926,93.64853858947754,88.46379943847656,,2.5298040515630955,0.14218329270340457,26286360.0
2023-12-11,94.2487313284893,102.37353736727746,94.15813211934243,101.36212921142578,101184000,0.0,0.0,AVGO,0.08995015057049582,94.00169677734375,88.85509033203125,,3.06233719919967,0.22768250611127416,27980420.0
2023-12-12,101.23903144891794,106.30103148420426,100.90320274876927,105.60081481933594,90242000,0.0,0.0,AVGO,0.041817251086635254,94.61893577575684,89.3225473022461,,4.003578145208154,0.2746270273077729,29491740.0
2023-12-13,105.17931496736524,108.30908274463236,104.64159533796561,107.31539916992188,71654000,0.0,0.0,AVGO,0.016236468946942084,95.19372940063477,89.86392532348633,,4.908076755530139,0.2951377241980342,30549600.0
2023-12-14,107.56062525323078,110.44419439978195,107.37350608822773,108.96990966796875,66964000,0.0,0.0,AVGO,0.015417270129398197,95.8392333984375,90.42070617675782,,5.796526346876461,0.29726601370898686,31560540.0
2023-12-15,107.86001618668342,113.24306595884869,107.80092157226673,111.25962829589844,118544000,0.0,0.0,AVGO,0.021012393558060838,96.6772705078125,91.02318267822265,,6.729121942065487,0.29661438605850443,33701940.0
2023-12-18,110.37919013411255,113.43411476393771,110.16646456351941,112.95942687988281,54741000,0.0,0.0,AVGO,0.015277766158482198,97.51077728271484,91.6175048828125,,7.64819888518222,0.29945162748092247,34374700.0
2023-12-19,112.98417133299762,113.82116509270068,112.04527729863665,112.7447509765625,36020000,0.525,0.0,AVGO,-0.0019004691263934115,98.24501419067383,92.18661575317383,,8.374127434987711,0.2997060602459962,34779900.0
2023-12-20,112.06405885687956,112.92084381206506,109.74502023129432,109.85582733154297,34523000,0.0,0.0,AVGO,-0.025623575554484912,98.90625381469727,92.69296493530274,,8.753512051041401,0.24243812928583952,35176000.0
2023-12-21,112.05912039314059,112.33317172755977,110.31291211905561,111.52882385253906,24106000,0.0,0.0,AVGO,0.015229019357771767,99.69644546508789,93.20096420288085,,9.15531561074878,0.24293295427704353,35371440.0
2023-12-22,111.59708957792604,111.9948100966712,110.16747411172085,111.00347900390625,19089000,0.0,0.0,AVGO,-0.004710395308457738,100.42654075622559,93.63731872558594,,9.456015395708569,0.23673891451004803,34875800.0
2023-12-26,111.22707769698616,112.34108915696187,111.10637494365102,111.98393249511719,16793000,0.0,0.0,AVGO,0.008832637499374574,101.3466365814209,94.13744171142578,,9.648295661083944,0.18754147466891857,34645420.0
2023-12-27,112.39055066067273,112.74375207736702,111.10043291360469,111.41801452636719,20055000,0.0,0.0,AVGO,-0.005053563990304322,102.2575912475586,94.5880549621582,,9.698489285144413,0.19475393420165088,34623520.0
2023-12-28,111.96414191963409,112.01855666257667,110.71359919012744,111.0460205078125,21247000,0.0,0.0,AVGO,-0.0033387241743269014,103.17712745666503,95.06701675415039,,9.611601208862188,0.15890804686933313,34388300.0
2023-12-29,110.9520336648221,111.2409246858003,110.28026183912205,110.43657684326172,20558000,0.0,0.0,AVGO,-0.00548820805791872,104.14054565429687,95.52860946655274,,9.305337353644116,0.14966450778086848,34391380.0
2024-01-02,108.04927420284625,109.02675445015919,106.56227749861769,107.38245391845703,28831000,0.0,0.0,AVGO,-0.027654994496427387,104.9302318572998,95.96693710327149,,8.842738815643763,0.13633565791749147,34435600.0
2024-01-03,105.88060362423758,106.35549660468958,104.40745789709945,104.7309799194336,34735000,0.0,0.0,AVGO,-0.02469187378635329,105.61703681945801,96.38020431518555,,8.214551380092338,0.08767006607330896,34591240.0
2024-01-04,104.66963242141296,105.81134560771687,103.62190901803382,103.78416442871094,25658000,0.0,0.0,AVGO,-0.009040452896086792,106.30992774963379,96.75761596679688,,7.361557020832116,0.058373963523625116,34775280.0
2024-01-05,104.04041480827472,104.42229927057328,103.04215449740346,103.81088256835938,22475000,0.0,0.0,AVGO,0.00025743946386724836,107.0508358001709,97.09835510253906,,6.17737218608326,0.07430167469851257,34925340.0
2024-01-08,104.52518985421,106.65230120710748,104.07997628834725,106.34065246582031,33110000,0.0,0.0,AVGO,0.024369024083723545,107.82654495239258,97.5516943359375,,4.868147910983576,0.11089749424278539,35158900.0
2024-01-09,105.4274761960492,107.69607042362445,105.33744920094261,107.09651947021484,23225000,0.0,0.0,AVGO,0.007107977869869497,108.53151931762696,98.0652165222168,,3.410179252713669,0.11094161574485062,35065060.0
2024-01-10,106.88480143784474,107.14301670493725,105.12869758988441,106.90656280517578,17643000,0.0,0.0,AVGO,-0.0017736959705015876,108.80874099731446,98.55207183837891,,2.9970197491211565,0.1423836265208933,35053200.0
2024-01-11,107.27756736704413,108.95748751234889,106.30700890135587,108.82689666748047,25757000,0.0,0.0,AVGO,0.017962731304010493,108.97004508972168,99.07164169311524,,2.9005405958588133,0.16768408112497868,35150560.0
2024-01-12,110.02599488871304,110.3811739201297,108.8298669449776,109.58869934082031,26882000,0.0,0.0,AVGO,0.00700013228960783,109.08371009826661,99.60621124267578,,2.8767311904076176,0.1827569894722021,35393260.0
2024-01-16,110.04974831750162,111.42494907803811,108.69334249573092,110.3089599609375,26145000,0.0,0.0,AVGO,0.006572398654693279,109.15066261291504,100.13239715576172,,2.8894973010169487,0.20994978911428008,35542480.0
2024-01-17,109.45119010744766,110.12592843366448,107.86031547970617,109.19197845458984,18314000,0.0,0.0,AVGO,-0.010125936340467767,109.0472801208496,100.60008071899414,,2.846742462909966,0.1921988504852843,35533580.0
2024-01-18,111.29237190072459,113.43432311089421,110.9935927627854,113.17313385009766,32228000,0.0,0.0,AVGO,0.03646014525841257,109.05796546936035,101.12497268676758,,2.862556858088856,0.24373077923725406,35817320.0
2024-01-19,114.49886454049499,120.40430936487395,114.3692549538562,119.83049011230469,53077000,0.0,0.0,AVGO,0.0588245287174336,109.41225242614746,101.78665557861328,,3.668033449897527,0.33254041418783986,36621460.0
2024-01-22,120.33011684506509,121.82206509134534,119.53566461281811,120.75059509277344,31222000,0.0,0.0,AVGO,0.007678387859437308,109.95699081420898,102.4332763671875,,4.460713749250822,0.3568592237579229,36858600.0
2024-01-23,120.80005636827595,121.39168931667592,119.07066542736281,121.32540130615234,16952000,0.0,0.0,AVGO,0.004760276443666944,110.44681968688965,103.06517715454102,,5.130060158799102,0.33579343201447953,36892040.0
2024-01-24,122.90739089171927,127.087407996635,121.79040539533439,124.05207061767578,34805000,0.0,0.0,AVGO,0.02247401848391961,111.09924926757813,103.75111892700195,,5.966187725597549,0.33393580127237743,37098420.0
2024-01-25,126.73618414358623,126.73618414358623,121.57175033144006,121.69047546386719,36356000,0.0,0.0,AVGO,-0.01903712805477431,111.58457641601562,104.29894912719726,,6.419514175223468,0.20055168937936974,37100100.0
2024-01-26,120.67143947662298,120.82083281122827,118.74516973070203,119.20521545410156,25818000,0.0,0.0,AVGO,-0.020422798089103966,111.97393646240235,104.81793273925781,,6.641208887430674,0.12882855741255694,37278600.0
2024-01-29,120.19753348090879,121.06420653183676,119.2160980904176,120.4804916381836,21526000,0.0,0.0,AVGO,0.010698157620234738,112.4456600189209,105.31115203857422,,6.9017825497155805,0.12267663886164448,37231400.0
2024-01-30,120.38156515600528,121.49261019948368,119.14685092769359,119.52973175048828,20683000,0.0,0.0,AVGO,-0.007891401128661935,112.90031776428222,105.7805500793457,,7.060158149006012,0.09690585331946511,37323080.0
2024-01-31,117.67864444701966,118.44737249147444,116.18076340143246,116.74370574951172,27400000,0.0,0.0,AVGO,-0.023308225996794163,113.36838035583496,106.22544647216797,,6.9849989137710145,0.04929081228842702,37347120.0
2024-02-01,117.47088359846248,119.02812346766291,116.65565882376625,118.72340393066406,19411000,0.0,0.0,AVGO,0.01695764382706888,114.06800155639648,106.67412872314453,,6.771830901396204,0.05102696791220862,37339560.0
2024-02-02,119.58810813894529,122.15449295123659,119.23194026369558,121.13050842285156,26689000,0.0,0.0,AVGO,0.02027489452368858,114.93531875610351,107.13553863525391,,6.49036977316876,0.07437825152527333,37499860.0
2024-02-05,121.38971910138166,123.44658743223131,120.91383727874471,122.98653411865234,22045000,0.0,0.0,AVGO,0.015322528733402452,115.89410133361817,107.66264862060547,,6.168923832432951,0.1195267206670898,37073880.0
2024-02-06,125.01173989003898,125.85664407834093,119.90370588076003,120.96330261230469,25354000,0.0,0.0,AVGO,-0.016450837653459893,116.62523384094239,108.16741485595703,,5.834534777041863,0.08459229133662949,36906100.0
2024-02-07,122.0862267886471,124.61006256463097,121.3639953924637,124.36767578125,25768000,0.0,0.0,AVGO,0.028143851031056544,117.48879165649414,108.72673690795898,,5.624329166313356,0.12039439571865551,36958300.0
2024-02-08,125.35108093579436,128.21724106255527,125.15420207215337,126.11882019042969,29326000,0.0,0.0,AVGO,0.014080382206866693,118.44940452575683,109.37747299194336,,5.356092331427827,0.1262224622798349,35605580.0
2024-02-09,123.87002662503244,127.20612064102332,123.56926232179022,126.97757720947266,26293000,0.0,0.0,AVGO,0.006809110787321826,119.35693855285645,110.05304611206054,,5.174489488303115,0.1396503316743567,35350940.0
2024-02-12,127.62759352517001,127.63352638515994,124.55960293076362,125.15321350097656,24778000,0.0,0.0,AVGO,-0.01436760527794978,120.13516426086426,110.7030044555664,,4.783728389277361,0.12703915843766378,35149640.0
2024-02-13,122.19701928473744,124.24992458924253,121.40256710841005,123.8324203491211,31907000,0.0,0.0,AVGO,-0.010553409815922676,120.81133728027343,111.35628860473633,,4.247403549537785,0.12129897438664328,34796360.0
2024-02-14,125.5727034061242,125.9446997674268,122.81042869866388,124.878173828125,27306000,0.0,0.0,AVGO,0.008444908660071526,121.5956470489502,112.02207748413086,,3.340305100010827,0.1629290379502193,34750240.0
2024-02-15,126.63229790235536,126.6372419522787,123.15966516970822,125.16014099121094,21873000,0.0,0.0,AVGO,0.0022579379121447918,122.19499740600585,112.70538269042969,,2.7775187386882156,0.19506320944855937,34687520.0
2024-02-16,124.56355857521076,126.20984419791215,122.91628414250785,123.22199249267578,21268000,0.0,0.0,AVGO,-0.015485349274824256,122.36457252502441,113.3712956237793,,2.728661772234202,0.18729088556970197,34371560.0
2024-02-20,122.27023947279537,122.45426381198449,119.96504401997822,121.34915161132812,26329000,0.0,0.0,AVGO,-0.015198917364195208,122.39450035095214,114.01842422485352,,2.7132671048470294,0.16894441708864005,34401880.0
2024-02-21,120.50325554858435,121.49755306763112,118.9836055404833,121.43819427490234,20640000,0.0,0.0,AVGO,0.0007337724441569549,122.40013999938965,114.63065872192382,,2.7110442898929534,0.1419733795025815,33944340.0
2024-02-22,126.80642760841546,129.7022671203043,126.28800434189107,129.10073852539062,40819000,0.0,0.0,AVGO,0.06309830524276738,122.65257339477539,115.3527328491211,,3.082549825869192,0.20546157021746625,33367360.0
2024-02-23,129.4440416253629,130.55706424571227,127.50985383799552,128.25680541992188,23115000,0.0,0.0,AVGO,-0.006537012220908189,122.98088989257812,115.89062637329101,,3.3155622279342882,0.19970937288157242,31805980.0
2024-02-26,129.60530538209974,130.47494491380647,128.76039364876357,129.51922607421875,16282000,0.0,0.0,AVGO,0.00984291359950551,123.49659042358398,116.36899459838867,,3.494667265721305,0.19013984630990155,30326780.0
2024-02-27,129.51920961921766,129.79722370770187,127.84621877973522,128.24295043945312,12126000,0.0,0.0,AVGO,-0.009853947351679437,123.88471336364746,116.7875456237793,,3.572258461864239,0.1702205721104344,29136220.0
2024-02-28,127.92340409304602,128.46952912972907,126.9310766650195,127.5692138671875,10967000,0.0,0.0,AVGO,-0.0052535953824901505,124.28668746948242,117.15953170776368,,3.508167877841406,0.15647191227586754,28016280.0
2024-02-29,128.94342410193883,129.44700768794732,127.35749358918221,128.6644287109375,27536000,0.0,0.0,AVGO,0.008585259801712208,124.88272361755371,117.50762771606445,,3.1539487253150873,0.17833224136007164,26196120.0
2024-03-01,131.1813531910453,139.2772316932168,130.59466426074593,138.42738342285156,44488000,0.0,0.0,AVGO,0.07587920616231769,125.86792259216308,118.01698684692383,,4.072427883894653,0.22314703776078315,25991060.0
2024-03-04,138.82111966203698,142.28583405525396,137.04423582744883,138.73306274414062,34854000,0.0,0.0,AVGO,0.002208228702519799,126.74805030822753,118.5367530822754,,4.826925308307788,0.15774426537119668,25967740.0
2024-03-05,138.01482213438734,138.01482213438734,131.8185002819306,132.84544372558594,36040000,0.0,0.0,AVGO,-0.042438470701198105,127.24099578857422,118.99654541015624,,4.924985964272738,0.10016388427336498,25998080.0
2024-03-06,137.67644991269336,137.99798675955586,133.2718374333034,133.56271362304688,43196000,0.0,0.0,AVGO,0.0053992811296004195,127.87096633911133,119.43722320556641,,4.885379234807145,0.10086356348424452,26379880.0
2024-03-07,136.7276570424789,139.92524195112773,135.8273418158534,139.20301818847656,62832000,0.0,0.0,AVGO,0.04222963439742822,128.61273345947265,120.0012139892578,,5.422223569216293,0.12213377411083681,27254740.0
2024-03-08,137.9406015675413,139.79563920267142,128.77226525046382,129.47865295410156,74025000,0.0,0.0,AVGO,-0.069857430973289,128.78072509765624,120.3511083984375,,5.392858092077383,0.06399989366913816,28399380.0
2024-03-11,126.43244707586561,128.51898714009343,123.92245479008736,127.93527221679688,31105000,0.0,0.0,AVGO,-0.011919962882621205,128.82860984802247,120.6814535522461,,5.380241820554094,0.07323552689736723,28620380.0
2024-03-12,129.30849510244005,129.3866639295202,124.58730476660084,127.8125991821289,42789000,0.0,0.0,AVGO,-0.0009588679692656976,128.9615791320801,121.01678512573243,,5.317118143369436,0.06085721799645749,29051220.0
2024-03-13,126.9221722457626,126.9221722457626,123.90267107492187,124.44780731201172,37838000,0.0,0.0,AVGO,-0.02632597953291338,128.99234848022462,121.29700973510742,,5.287572783261927,0.041145207050155896,29396820.0
2024-03-14,124.90983064212901,125.95756164152638,123.44262530567482,124.88311767578125,38029000,0.0,0.0,AVGO,0.0034979351840096484,128.99259567260742,121.6470230102539,,5.2873704355989934,0.06972034915298697,29580780.0
2024-03-15,124.01149554362146,125.38768501568329,121.69740095344095,122.234619140625,88823000,0.0,0.0,AVGO,-0.021207818834505843,128.84631958007813,121.99709579467773,,5.437317645380876,0.02957475184936187,30662540.0
2024-03-18,124.06294235183013,124.94346628889589,121.85865853115207,122.4067611694336,25737000,0.0,0.0,AVGO,0.0014082919390501214,128.80555801391603,122.36954772949218,,5.4845508744353895,0.010536179226845022,30664120.0
2024-03-19,120.39936717061647,122.70654012865995,119.12013389103335,122.48294830322266,24491000,0.0,0.0,AVGO,0.0006224095226536885,128.86224784851075,122.74298904418946,,5.40875892933423,-0.004094641897492979,30704440.0
2024-03-20,123.10492074354256,127.970413199679,121.869913323796,126.77912902832031,40946000,0.525,0.0,AVGO,0.03507574551897541,129.12929458618163,123.15175857543946,,5.148506800957525,0.0480792628046518,30861160.0
2024-03-21,131.97747366990453,139.4580302998254,130.75340463682966,133.9328155517578,72468000,0.0,0.0,AVGO,0.05642637379090587,129.3708984375,123.6884844970703,,5.259281885687517,0.07691017549714374,31846020.0
2024-03-22,134.13153525534827,136.73666179711924,133.7490174459647,134.47630310058594,38624000,0.0,0.0,AVGO,0.004057911771578437,129.6818733215332,124.23987930297852,,5.37259478161525,0.06626673875902966,32265640.0
2024-03-25,133.63772810900971,134.97008949161392,132.8865796836885,134.28851318359375,21237000,0.0,0.0,AVGO,-0.001396453595632563,129.92033767700195,124.74911163330079,,5.469956657080431,0.05757659056654041,32175240.0
2024-03-26,135.5910687538461,137.10626729784542,132.19505798517864,132.2924346923828,23522000,0.0,0.0,AVGO,-0.01486410448585418,130.12281188964843,125.20318634033202,,5.479537970084618,0.05704385042698523,32108040.0
2024-03-27,134.1315254079611,134.1315254079611,128.76825649803808,131.02464294433594,25583000,0.0,0.0,AVGO,-0.009583252065734849,130.29558334350585,125.6175,,5.449175832574199,0.05808028765760853,32096800.0
2024-03-28,130.9421635228277,132.1533308059718,130.30926801278088,131.68833923339844,19856000,0.0,0.0,AVGO,0.00506543100708523,130.4467788696289,126.06742721557617,,5.443483451377493,0.05453447305088366,32127640.0
2024-04-01,131.7151687131544,135.42118412939527,131.68834956293418,134.15736389160156,17252000,0.0,0.0,AVGO,0.018748999893051455,130.2332778930664,126.48711181640626,,5.19192423741201,0.07188568843991971,31828120.0
2024-04-02,130.7325350686699,133.37344064219297,129.50250784689746,133.0147705078125,24694000,0.0,0.0,AVGO,-0.008516814512785631,129.94736328125,126.7507974243164,,4.845078261275663,0.07947264783694186,31260460.0
2024-04-03,131.94568563350612,136.79628293596178,131.6744316853974,135.44403076171875,28650000,0.0,0.0,AVGO,0.018263086457481537,130.07729263305663,127.04466613769532,,4.960357235647746,0.11615144369146835,31209020.0
2024-04-04,137.6408035199368,139.4947966336391,130.65404358489238,130.90243530273438,27014000,0.0,0.0,AVGO,-0.033531159944392264,129.94427871704102,127.23620681762695,,4.89724187203153,0.0779346323810417,31410260.0
2024-04-05,131.74696670078103,135.24729764304647,130.57454996694523,133.08131408691406,19438000,0.0,0.0,AVGO,0.016645059193441725,129.6381935119629,127.41679168701172,,4.459876988904053,0.030833096750570332,31102920.0
2024-04-08,132.50705398536593,133.38635522680048,130.72856075905713,132.75047302246094,17139000,0.0,0.0,AVGO,-0.002486006895281001,129.80178451538086,127.63799163818359,,4.513401929696876,0.03503648471382448,30718580.0
2024-04-09,134.86378620269699,135.0734273575535,130.02213373729984,132.54977416992188,18008000,0.0,0.0,AVGO,-0.0015118503758936308,130.03250961303712,127.9048828125,,4.530876760557069,0.02339844197313634,30562380.0
2024-04-10,131.44890499518146,132.7156967389643,130.7017437717337,131.3863067626953,17467000,0.0,0.0,AVGO,-0.008777588754961263,130.21119499206543,128.12299911499022,,4.509138295992653,0.02451094826242506,30481200.0
2024-04-11,132.41068580527832,138.29159973634424,131.51349496951985,137.35665893554688,31713000,0.0,0.0,AVGO,0.04544120555603226,130.85663757324218,128.4795376586914,,4.564296972327926,0.07672262587232925,30701800.0
2024-04-12,134.33122621091596,135.77189500963775,132.8021254812383,133.54232788085938,27823000,0.0,0.0,AVGO,-0.027769538690347262,131.2895980834961,128.81551010131835,,4.374593073254229,0.03791179286141899,30710260.0
2024-04-15,136.11867556379485,136.11867556379485,129.75985298856986,130.225830078125,24370000,0.0,0.0,AVGO,-0.024834805977721253,131.68915863037108,129.04555862426758,,3.835774900616171,-0.05924805585375714,30809440.0
2024-04-16,130.69179919229984,132.7723376497625,130.25662852720467,132.05101013183594,18923000,0.0,0.0,AVGO,0.014015499479757443,132.1713710784912,129.26396865844725,,3.152840571023913,-0.04816481724063215,30654120.0
2024-04-17,133.44696268323696,133.83345254949137,127.31764243816076,127.4378662109375,24718000,0.0,0.0,AVGO,-0.03493455988176697,132.41911697387695,129.35299530029297,,2.4728062212031032,-0.040705780815627146,30707580.0
2024-04-18,127.9714193486392,128.43342431713188,124.73834726904941,125.08908081054688,24888000,0.0,0.0,AVGO,-0.018430828059400106,132.3346145629883,129.43551086425782,,2.69461250534799,-0.0634431016160324,30698260.0
