Open,High,Low,Close,Stock Splits,20_day_MA,Volatility,commonStockEquity,retainedEarnings,netDebt,tangibleBookValue,Date
80.68277500200902,81.11806145856218,79.2173564313525,80.44149017333984,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-09-27
80.77239228422555,82.61303349936932,80.23172731341512,81.93743896484375,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-09-28
82.37567476153322,83.12315949913854,81.04222552479614,81.7975845336914,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-09-29
81.64789993391835,82.58348819469147,81.10033747283127,82.22796630859375,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-02
81.44502545859892,82.30674734379893,79.66347887588854,80.24649810791016,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-03
80.78814831702427,81.79759546870267,80.39126395282389,81.13086700439453,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-04
80.7664938057355,81.6055622162944,80.31051478993409,81.13580322265625,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-05
80.69656071218947,83.55156283971745,79.94020984314876,83.24331665039062,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-06
82.77060734679723,84.36110528035242,82.51159786670203,84.2892074584961,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-09
84.41427329947399,85.93090473759842,84.27344554511673,84.53836822509766,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-10
84.66639467943081,86.20567219882125,84.35518810155936,86.12886047363281,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-11
86.31301841855327,90.4000438212659,86.31301841855327,89.18575286865234,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-12
89.52060231041096,91.18594340333527,86.87043612609298,86.977783203125,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-13
87.74495140585496,90.18928923143207,87.74495140585496,88.8873519897461,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-16
87.17178978242298,87.94290498103034,85.28584888661341,87.09793090820312,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-17
86.65968489203085,88.20389138592427,86.19188697206256,87.35694122314453,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-18
87.35595766214948,87.59920356620366,85.25335401278215,85.46607208251953,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-19
86.16234111321312,86.16234111321312,83.89133479908882,84.06761932373047,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-20
84.49404393082227,86.03431318664387,83.00301893078323,84.91358184814453,0.0,128.31876487895656,6.388980840162704,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-23
85.08889145184017,86.96006067335247,85.00222185266357,86.77392578125,0.0,84.39221801757813,2.8006438250130814,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-24
86.37605406286615,86.53953538689449,83.32408209992275,83.67369079589844,0.0,84.55382804870605,2.649867779054227,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-25
83.50429721851523,84.14541925743013,80.59216896234335,81.42041015625,0.0,84.52797660827636,2.6790968194729348,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-26
81.74048464256255,82.74599475282393,81.5966965089547,82.56379699707031,0.0,84.56628723144532,2.6432360766508127,23988000000.0,2682000000.0,24991000000.0,-23532000000.0,2023-10-27
