Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,20_day_MA,200_day_MA,Volatility,Daily_Return
2023-10-23,84.49404393082227,86.03431318664387,83.00301893078323,84.91358184814453,16456000,0.0,0.0,,,,0.010062881894590037
2023-10-24,85.08889145184017,86.96006067335247,85.00222185266357,86.77392578125,14972000,0.0,0.0,84.39221801757813,,2.8006438250130814,0.02190867341378233
2023-10-25,86.37605406286615,86.53953538689449,83.32408209992275,83.67369079589844,21432000,0.0,0.0,84.55382804870605,,2.649867779054227,-0.03572772532116386
2023-10-26,83.50429721851523,84.14541925743013,80.59216896234335,81.42041015625,27917000,0.0,0.0,84.52797660827636,,2.6790968194729348,-0.026929380289256843
2023-10-27,81.74048464256255,82.74599475282393,81.5966965089547,82.56379699707031,18236000,0.0,0.0,84.56628723144532,,2.6432360766508127,0.01404300025787264
2023-10-30,82.8336321566099,83.65399156991437,81.45979706062361,82.84840393066406,20889000,0.0,0.0,84.59730911254883,,2.6178674862524125,0.0034471153695105894
2023-10-31,83.10839668028063,83.26695657048475,81.99653142167256,82.86022186279297,14747000,0.0,0.0,84.72799530029297,,2.449035378930484,0.00014264526011631418
2023-11-01,82.92226398758586,84.08731818180951,82.28902372139703,83.99966430664062,18684000,0.0,0.0,84.87143516540527,,2.307166701924373,0.013751380556697557
2023-11-02,84.89191273444145,86.71384501121557,84.69495073817218,85.80780029296875,18759000,0.0,0.0,85.1050350189209,,2.139451496702181,0.02152551443214734
2023-11-03,86.41839830854725,87.40322336049651,85.78417374010367,86.92853546142578,18041000,0.0,0.0,85.28929595947265,,2.129342845548894,0.013060994042855878
2023-11-06,86.81823582556477,87.24466375208179,85.79894580048509,86.74634552001953,12870000,0.0,0.0,85.41215286254882,,2.1394644947712584,-0.002095858861985489
2023-11-07,86.89308142571741,88.80856574580102,86.2864243582772,88.4195556640625,19365000,0.0,0.0,85.60621223449706,,2.2301362878395623,0.01928853756331228
2023-11-08,88.63425270191503,89.90566217632619,88.53577170163663,89.73036193847656,15280000,0.0,0.0,85.78628730773926,,2.412506431334067,0.014824845754646043
2023-11-09,89.86528191457302,91.56903248316475,89.47726362671513,89.7549819946289,24486000,0.0,0.0,85.81474876403809,,2.4576575140542127,0.000274378210679993
2023-11-10,90.77526611530429,94.43979320975394,90.42761849078953,94.29896545410156,36272000,0.0,0.0,86.18080787658691,,3.101025525881502,0.050626531903761984
2023-11-13,93.56329676589083,93.79473124283565,92.62081851610023,93.25603485107422,16893000,0.0,0.0,86.39924201965331,,3.4373338286197264,-0.01105983080519557
2023-11-14,94.77364605434438,96.19474924871672,94.07540552048258,95.81952667236328,23886000,0.0,0.0,86.83532180786133,,4.032370977343534,0.027488749927903733
2023-11-15,96.46458833173212,96.68519567972687,95.22371426336474,96.05982971191406,16099000,0.0,0.0,87.27046623229981,,4.530439412490278,0.002507871285697849
2023-11-16,94.93713293948605,95.40000189866998,93.60958924015787,94.49888610839844,26198000,0.0,0.0,87.72210693359375,,4.784225028431683,-0.016249701963837904
2023-11-17,94.36690967397332,96.89594089969512,93.65685023148822,96.28929138183594,19789000,0.0,0.0,88.33319053649902,,5.065155890028591,0.0189463108737995
2023-11-20,95.8234790076144,98.46970039300982,95.8234790076144,98.06001281738281,18674000,0.0,0.0,88.99051208496094,,5.437376473401562,0.018389598782330374
2023-11-21,96.02044062629147,97.59615917487098,95.68855657408108,96.63103485107422,43344000,0.0,0.0,89.48336753845214,,5.6677406558312695,-0.014572483984575668
2023-11-22,96.87625756736246,97.29973263493987,95.62650984348923,95.72499084472656,33743000,0.0,0.0,90.08593254089355,,5.658185615337373,-0.009376325191425616
2023-11-24,96.01650771872659,96.49906990187738,95.20796717331815,96.40157318115234,23158000,0.0,0.0,90.83499069213867,,5.437978053583203,0.007067980163333321
2023-11-27,96.13369350451583,96.61231853072269,93.49239354709553,93.58201599121094,96962000,0.0,0.0,91.3859016418457,,5.103785727415643,-0.029248041260105273
2023-11-28,92.56764948529374,93.64307375708489,91.9984177181527,93.19892120361328,39025000,0.0,0.0,91.90342750549317,,4.701430121995354,-0.004093679576572029
2023-11-29,93.3948994049656,94.4870715388748,92.51150820023818,92.6552963256836,34843000,0.0,0.0,92.3931812286377,,4.192436942927426,-0.005832952473151742
2023-11-30,92.67204125280848,92.8118847352337,90.44338155030275,91.168212890625,49571000,0.0,0.0,92.75160865783691,,3.7164926841627213,-0.01604963228255718
2023-12-01,90.84617393293107,91.97281102768285,89.42211774891612,91.58872985839844,29612000,0.0,0.0,93.0406551361084,,3.3552699688966334,0.004612539331860566
2023-12-04,90.66693376364238,91.68425518616806,90.25330154408462,90.99488067626953,25009000,0.0,0.0,93.24397239685058,,3.077074163723039,-0.006483867426123613
2023-12-05,89.77665950321754,90.33504914233117,89.21038056392939,89.92634582519531,37066000,0.0,0.0,93.40297241210938,,2.7926707996899265,-0.011742801827233751
2023-12-06,90.63935352717496,90.69942490469028,88.93954016799199,88.99272155761719,24813000,0.0,0.0,93.4316307067871,,2.741308157480686,-0.010382099472750372
2023-12-07,89.17984488821328,91.00965144171403,88.9927257317641,90.82646942138672,43517000,0.0,0.0,93.48643608093262,,2.6735354093715467,0.02060559371231596
2023-12-08,91.37600642486069,93.630272464944,89.67127896804291,92.99703216552734,69668000,0.0,0.0,93.64853858947754,,2.5298040515630955,0.023897909474718926
2023-12-11,94.2487313284893,102.37353736727746,94.15813211934243,101.36212921142578,101184000,0.0,0.0,94.00169677734375,,3.06233719919967,0.08995015057049582
2023-12-12,101.23903144891794,106.30103148420426,100.90320274876927,105.60081481933594,90242000,0.0,0.0,94.61893577575684,,4.003578145208154,0.041817251086635254
2023-12-13,105.17931496736524,108.30908274463236,104.64159533796561,107.31539916992188,71654000,0.0,0.0,95.19372940063477,,4.908076755530139,0.016236468946942084
2023-12-14,107.56062525323078,110.44419439978195,107.37350608822773,108.96990966796875,66964000,0.0,0.0,95.8392333984375,,5.796526346876461,0.015417270129398197
2023-12-15,107.86001618668342,113.24306595884869,107.80092157226673,111.25962829589844,118544000,0.0,0.0,96.6772705078125,,6.729121942065487,0.021012393558060838
2023-12-18,110.37919013411255,113.43411476393771,110.16646456351941,112.95942687988281,54741000,0.0,0.0,97.51077728271484,,7.64819888518222,0.015277766158482198
2023-12-19,112.98417133299762,113.82116509270068,112.04527729863665,112.7447509765625,36020000,0.525,0.0,98.24501419067383,,8.374127434987711,-0.0019004691263934115
2023-12-20,112.06405885687956,112.92084381206506,109.74502023129432,109.85582733154297,34523000,0.0,0.0,98.90625381469727,,8.753512051041401,-0.025623575554484912
2023-12-21,112.05912039314059,112.33317172755977,110.31291211905561,111.52882385253906,24106000,0.0,0.0,99.69644546508789,,9.15531561074878,0.015229019357771767
2023-12-22,111.59708957792604,111.9948100966712,110.16747411172085,111.00347900390625,19089000,0.0,0.0,100.42654075622559,,9.456015395708569,-0.004710395308457738
2023-12-26,111.22707769698616,112.34108915696187,111.10637494365102,111.98393249511719,16793000,0.0,0.0,101.3466365814209,,9.648295661083944,0.008832637499374574
2023-12-27,112.39055066067273,112.74375207736702,111.10043291360469,111.41801452636719,20055000,0.0,0.0,102.2575912475586,,9.698489285144413,-0.005053563990304322
2023-12-28,111.96414191963409,112.01855666257667,110.71359919012744,111.0460205078125,21247000,0.0,0.0,103.17712745666503,,9.611601208862188,-0.0033387241743269014
2023-12-29,110.9520336648221,111.2409246858003,110.28026183912205,110.43657684326172,20558000,0.0,0.0,104.14054565429687,,9.305337353644116,-0.00548820805791872
2024-01-02,108.04927420284625,109.02675445015919,106.56227749861769,107.38245391845703,28831000,0.0,0.0,104.9302318572998,,8.842738815643763,-0.027654994496427387
2024-01-03,105.88060362423758,106.35549660468958,104.40745789709945,104.7309799194336,34735000,0.0,0.0,105.61703681945801,,8.214551380092338,-0.02469187378635329
2024-01-04,104.66963242141296,105.81134560771687,103.62190901803382,103.78416442871094,25658000,0.0,0.0,106.30992774963379,,7.361557020832116,-0.009040452896086792
2024-01-05,104.04041480827472,104.42229927057328,103.04215449740346,103.81088256835938,22475000,0.0,0.0,107.0508358001709,,6.17737218608326,0.00025743946386724836
2024-01-08,104.52518985421,106.65230120710748,104.07997628834725,106.34065246582031,33110000,0.0,0.0,107.82654495239258,,4.868147910983576,0.024369024083723545
2024-01-09,105.4274761960492,107.69607042362445,105.33744920094261,107.09651947021484,23225000,0.0,0.0,108.53151931762696,,3.410179252713669,0.007107977869869497
2024-01-10,106.88480143784474,107.14301670493725,105.12869758988441,106.90656280517578,17643000,0.0,0.0,108.80874099731446,,2.9970197491211565,-0.0017736959705015876
2024-01-11,107.27756736704413,108.95748751234889,106.30700890135587,108.82689666748047,25757000,0.0,0.0,108.97004508972168,,2.9005405958588133,0.017962731304010493
2024-01-12,110.02599488871304,110.3811739201297,108.8298669449776,109.58869934082031,26882000,0.0,0.0,109.08371009826661,,2.8767311904076176,0.00700013228960783
2024-01-16,110.04974831750162,111.42494907803811,108.69334249573092,110.3089599609375,26145000,0.0,0.0,109.15066261291504,,2.8894973010169487,0.006572398654693279
2024-01-17,109.45119010744766,110.12592843366448,107.86031547970617,109.19197845458984,18314000,0.0,0.0,109.0472801208496,,2.846742462909966,-0.010125936340467767
2024-01-18,111.29237190072459,113.43432311089421,110.9935927627854,113.17313385009766,32228000,0.0,0.0,109.05796546936035,,2.862556858088856,0.03646014525841257
2024-01-19,114.49886454049499,120.40430936487395,114.3692549538562,119.83049011230469,53077000,0.0,0.0,109.41225242614746,,3.668033449897527,0.0588245287174336
2024-01-22,120.33011684506509,121.82206509134534,119.53566461281811,120.75059509277344,31222000,0.0,0.0,109.95699081420898,,4.460713749250822,0.007678387859437308
2024-01-23,120.80005636827595,121.39168931667592,119.07066542736281,121.32540130615234,16952000,0.0,0.0,110.44681968688965,,5.130060158799102,0.004760276443666944
2024-01-24,122.90739089171927,127.087407996635,121.79040539533439,124.05207061767578,34805000,0.0,0.0,111.09924926757813,,5.966187725597549,0.02247401848391961
2024-01-25,126.73618414358623,126.73618414358623,121.57175033144006,121.69047546386719,36356000,0.0,0.0,111.58457641601562,,6.419514175223468,-0.01903712805477431
2024-01-26,120.67143947662298,120.82083281122827,118.74516973070203,119.20521545410156,25818000,0.0,0.0,111.97393646240235,,6.641208887430674,-0.020422798089103966
2024-01-29,120.19753348090879,121.06420653183676,119.2160980904176,120.4804916381836,21526000,0.0,0.0,112.4456600189209,,6.9017825497155805,0.010698157620234738
2024-01-30,120.38156515600528,121.49261019948368,119.14685092769359,119.52973175048828,20683000,0.0,0.0,112.90031776428222,,7.060158149006012,-0.007891401128661935
2024-01-31,117.67864444701966,118.44737249147444,116.18076340143246,116.74370574951172,27400000,0.0,0.0,113.36838035583496,,6.9849989137710145,-0.023308225996794163
2024-02-01,117.47088359846248,119.02812346766291,116.65565882376625,118.72340393066406,19411000,0.0,0.0,114.06800155639648,,6.771830901396204,0.01695764382706888
2024-02-02,119.58810813894529,122.15449295123659,119.23194026369558,121.13050842285156,26689000,0.0,0.0,114.93531875610351,,6.49036977316876,0.02027489452368858
2024-02-05,121.38971910138166,123.44658743223131,120.91383727874471,122.98653411865234,22045000,0.0,0.0,115.89410133361817,,6.168923832432951,0.015322528733402452
2024-02-06,125.01173989003898,125.85664407834093,119.90370588076003,120.96330261230469,25354000,0.0,0.0,116.62523384094239,,5.834534777041863,-0.016450837653459893
2024-02-07,122.0862267886471,124.61006256463097,121.3639953924637,124.36767578125,25768000,0.0,0.0,117.48879165649414,,5.624329166313356,0.028143851031056544
2024-02-08,125.35108093579436,128.21724106255527,125.15420207215337,126.11882019042969,29326000,0.0,0.0,118.44940452575683,,5.356092331427827,0.014080382206866693
2024-02-09,123.87002662503244,127.20612064102332,123.56926232179022,126.97757720947266,26293000,0.0,0.0,119.35693855285645,,5.174489488303115,0.006809110787321826
2024-02-12,127.62759352517001,127.63352638515994,124.55960293076362,125.15321350097656,24778000,0.0,0.0,120.13516426086426,,4.783728389277361,-0.01436760527794978
2024-02-13,122.19701928473744,124.24992458924253,121.40256710841005,123.8324203491211,31907000,0.0,0.0,120.81133728027343,,4.247403549537785,-0.010553409815922676
2024-02-14,125.5727034061242,125.9446997674268,122.81042869866388,124.878173828125,27306000,0.0,0.0,121.5956470489502,,3.340305100010827,0.008444908660071526
2024-02-15,126.63229790235536,126.6372419522787,123.15966516970822,125.16014099121094,21873000,0.0,0.0,122.19499740600585,,2.7775187386882156,0.0022579379121447918
2024-02-16,124.56355857521076,126.20984419791215,122.91628414250785,123.22199249267578,21268000,0.0,0.0,122.36457252502441,,2.728661772234202,-0.015485349274824256
2024-02-20,122.27023947279537,122.45426381198449,119.96504401997822,121.34915161132812,26329000,0.0,0.0,122.39450035095214,,2.7132671048470294,-0.015198917364195208
2024-02-21,120.50325554858435,121.49755306763112,118.9836055404833,121.43819427490234,20640000,0.0,0.0,122.40013999938965,,2.7110442898929534,0.0007337724441569549
2024-02-22,126.80642760841546,129.7022671203043,126.28800434189107,129.10073852539062,40819000,0.0,0.0,122.65257339477539,,3.082549825869192,0.06309830524276738
2024-02-23,129.4440416253629,130.55706424571227,127.50985383799552,128.25680541992188,23115000,0.0,0.0,122.98088989257812,,3.3155622279342882,-0.006537012220908189
2024-02-26,129.60530538209974,130.47494491380647,128.76039364876357,129.51922607421875,16282000,0.0,0.0,123.49659042358398,,3.494667265721305,0.00984291359950551
2024-02-27,129.51920961921766,129.79722370770187,127.84621877973522,128.24295043945312,12126000,0.0,0.0,123.88471336364746,,3.572258461864239,-0.009853947351679437
2024-02-28,127.92340409304602,128.46952912972907,126.9310766650195,127.5692138671875,10967000,0.0,0.0,124.28668746948242,,3.508167877841406,-0.0052535953824901505
2024-02-29,128.94342410193883,129.44700768794732,127.35749358918221,128.6644287109375,27536000,0.0,0.0,124.88272361755371,,3.1539487253150873,0.008585259801712208
2024-03-01,131.1813531910453,139.2772316932168,130.59466426074593,138.42738342285156,44488000,0.0,0.0,125.86792259216308,,4.072427883894653,0.07587920616231769
2024-03-04,138.82111966203698,142.28583405525396,137.04423582744883,138.73306274414062,34854000,0.0,0.0,126.74805030822753,,4.826925308307788,0.002208228702519799
2024-03-05,138.01482213438734,138.01482213438734,131.8185002819306,132.84544372558594,36040000,0.0,0.0,127.24099578857422,,4.924985964272738,-0.042438470701198105
2024-03-06,137.67644991269336,137.99798675955586,133.2718374333034,133.56271362304688,43196000,0.0,0.0,127.87096633911133,,4.885379234807145,0.0053992811296004195
2024-03-07,136.7276570424789,139.92524195112773,135.8273418158534,139.20301818847656,62832000,0.0,0.0,128.61273345947265,,5.422223569216293,0.04222963439742822
2024-03-08,137.9406015675413,139.79563920267142,128.77226525046382,129.47865295410156,74025000,0.0,0.0,128.78072509765624,,5.392858092077383,-0.069857430973289
2024-03-11,126.43244707586561,128.51898714009343,123.92245479008736,127.93527221679688,31105000,0.0,0.0,128.82860984802247,,5.380241820554094,-0.011919962882621205
2024-03-12,129.30849510244005,129.3866639295202,124.58730476660084,127.8125991821289,42789000,0.0,0.0,128.9615791320801,,5.317118143369436,-0.0009588679692656976
2024-03-13,126.9221722457626,126.9221722457626,123.90267107492187,124.44780731201172,37838000,0.0,0.0,128.99234848022462,,5.287572783261927,-0.02632597953291338
2024-03-14,124.90983064212901,125.95756164152638,123.44262530567482,124.88311767578125,38029000,0.0,0.0,128.99259567260742,,5.2873704355989934,0.0034979351840096484
2024-03-15,124.01149554362146,125.38768501568329,121.69740095344095,122.234619140625,88823000,0.0,0.0,128.84631958007813,,5.437317645380876,-0.021207818834505843
2024-03-18,124.06294235183013,124.94346628889589,121.85865853115207,122.4067611694336,25737000,0.0,0.0,128.80555801391603,,5.4845508744353895,0.0014082919390501214
2024-03-19,120.39936717061647,122.70654012865995,119.12013389103335,122.48294830322266,24491000,0.0,0.0,128.86224784851075,,5.40875892933423,0.0006224095226536885
2024-03-20,123.10492074354256,127.970413199679,121.869913323796,126.77912902832031,40946000,0.525,0.0,129.12929458618163,,5.148506800957525,0.03507574551897541
2024-03-21,131.97747366990453,139.4580302998254,130.75340463682966,133.9328155517578,72468000,0.0,0.0,129.3708984375,,5.259281885687517,0.05642637379090587
2024-03-22,134.13153525534827,136.73666179711924,133.7490174459647,134.47630310058594,38624000,0.0,0.0,129.6818733215332,,5.37259478161525,0.004057911771578437
2024-03-25,133.63772810900971,134.97008949161392,132.8865796836885,134.28851318359375,21237000,0.0,0.0,129.92033767700195,,5.469956657080431,-0.001396453595632563
2024-03-26,135.5910687538461,137.10626729784542,132.19505798517864,132.2924346923828,23522000,0.0,0.0,130.12281188964843,,5.479537970084618,-0.01486410448585418
2024-03-27,134.1315254079611,134.1315254079611,128.76825649803808,131.02464294433594,25583000,0.0,0.0,130.29558334350585,,5.449175832574199,-0.009583252065734849
2024-03-28,130.9421635228277,132.1533308059718,130.30926801278088,131.68833923339844,19856000,0.0,0.0,130.4467788696289,,5.443483451377493,0.00506543100708523
2024-04-01,131.7151687131544,135.42118412939527,131.68834956293418,134.15736389160156,17252000,0.0,0.0,130.2332778930664,,5.19192423741201,0.018748999893051455
2024-04-02,130.7325350686699,133.37344064219297,129.50250784689746,133.0147705078125,24694000,0.0,0.0,129.94736328125,,4.845078261275663,-0.008516814512785631
2024-04-03,131.94568563350612,136.79628293596178,131.6744316853974,135.44403076171875,28650000,0.0,0.0,130.07729263305663,,4.960357235647746,0.018263086457481537
2024-04-04,137.6408035199368,139.4947966336391,130.65404358489238,130.90243530273438,27014000,0.0,0.0,129.94427871704102,,4.89724187203153,-0.033531159944392264
2024-04-05,131.74696670078103,135.24729764304647,130.57454996694523,133.08131408691406,19438000,0.0,0.0,129.6381935119629,,4.459876988904053,0.016645059193441725
2024-04-08,132.50705398536593,133.38635522680048,130.72856075905713,132.75047302246094,17139000,0.0,0.0,129.80178451538086,,4.513401929696876,-0.002486006895281001
2024-04-09,134.86378620269699,135.0734273575535,130.02213373729984,132.54977416992188,18008000,0.0,0.0,130.03250961303712,,4.530876760557069,-0.0015118503758936308
2024-04-10,131.44890499518146,132.7156967389643,130.7017437717337,131.3863067626953,17467000,0.0,0.0,130.21119499206543,,4.509138295992653,-0.008777588754961263
2024-04-11,132.41068580527832,138.29159973634424,131.51349496951985,137.35665893554688,31713000,0.0,0.0,130.85663757324218,,4.564296972327926,0.04544120555603226
2024-04-12,134.33122621091596,135.77189500963775,132.8021254812383,133.54232788085938,27823000,0.0,0.0,131.2895980834961,,4.374593073254229,-0.027769538690347262
2024-04-15,136.11867556379485,136.11867556379485,129.75985298856986,130.225830078125,24370000,0.0,0.0,131.68915863037108,,3.835774900616171,-0.024834805977721253
2024-04-16,130.69179919229984,132.7723376497625,130.25662852720467,132.05101013183594,18923000,0.0,0.0,132.1713710784912,,3.152840571023913,0.014015499479757443
2024-04-17,133.44696268323696,133.83345254949137,127.31764243816076,127.4378662109375,24718000,0.0,0.0,132.41911697387695,,2.4728062212031032,-0.03493455988176697
2024-04-18,127.9714193486392,128.43342431713188,124.73834726904941,125.08908081054688,24888000,0.0,0.0,132.3346145629883,,2.69461250534799,-0.018430828059400106
2024-04-19,125.08907372144802,125.18942191049928,118.98558728335024,119.69599151611328,44797000,0.0,0.0,131.62277336120604,,3.873010407496732,-0.04311398932255062
2024-04-22,121.66225913265468,122.5266650308886,119.28167681412793,121.65828704833984,25162000,0.0,0.0,130.98187255859375,,4.400581668759234,0.01639399538256381
2024-04-23,122.0269043673691,124.9807782657894,122.01200147065131,124.1153793334961,22025000,0.0,0.0,130.47321586608888,,4.582446403716725,0.02019667007295567
2024-04-24,125.5769196670025,127.73494405922303,123.6951067512184,124.87347412109375,20108000,0.0,0.0,130.1022678375244,,4.725479577391696,0.0061079842938776
2024-04-25,126.42641844008301,129.96152043058405,124.89135187293238,128.60928344726562,30410000,0.0,0.0,129.9814998626709,,4.731526492122373,0.029916756560717905
2024-04-26,130.1572481661741,134.71075732004496,129.4746713056518,133.54232788085938,24100000,0.0,0.0,130.07419929504394,,4.7845906595514105,0.038356830093190464
2024-04-29,133.54334724548735,134.42762119741204,131.7171737944426,133.0008544921875,13372000,0.0,0.0,130.01637382507323,,4.739420626542896,-0.004054694846677753
2024-04-30,132.03312389408148,133.96760491013083,129.06931201662513,129.19052124023438,22113000,0.0,0.0,129.82516136169434,,4.688959346629286,-0.028648938132776802
2024-05-01,127.01063667958582,128.40560392880516,123.33642825374358,123.48645782470703,30958000,0.0,0.0,129.22728271484374,,4.697136568953421,-0.04415233688019904
2024-05-02,124.81981418611372,125.63155963404333,121.54402720322058,123.06021118164062,29480000,0.0,0.0,128.83517150878907,,4.873939064826785,-0.003451768319984394
2024-05-03,125.09006777087698,127.56206105958881,123.91169287945537,126.98876953125,24898000,0.0,0.0,128.53054428100586,,4.784150788945589,0.03192387134628505
2024-05-06,127.79455025361777,130.23375870521573,126.68673291159637,130.1880645751953,16287000,0.0,0.0,128.40242385864258,,4.698740899355052,0.02519352739423164
2024-05-07,130.79710390217608,131.05046828539247,128.8417621522159,129.47268676757812,12413000,0.0,0.0,128.2485694885254,,4.605241175991242,-0.005494956929818939
2024-05-08,128.51787791929937,132.93030259314617,128.02009389366387,131.6843719482422,13918000,0.0,0.0,128.26347274780272,,4.616398577437643,0.017082252912804297
2024-05-09,130.93521612687059,131.3107751532777,129.36239214674868,129.72703552246094,12170000,0.0,0.0,127.88199157714844,,4.113245638490805,-0.014863847522852414
2024-05-10,130.68485072962102,133.53538221400396,130.68485072962102,132.42259216308594,16300000,0.0,0.0,127.82600479125976,,4.039098128717236,0.020778680633292357
2024-05-13,133.93281156593957,134.96512895657216,132.15531905364261,132.89056396484375,18507000,0.0,0.0,127.9592414855957,,4.164432848575752,0.003533927210709553
2024-05-14,132.37688618962028,137.30995738000286,131.7271016831102,137.11521911621094,19420000,0.0,0.0,128.21245193481445,,4.561362695405706,0.03179048252428829
2024-05-15,137.1122304050835,142.96931144888507,136.11667747588135,142.69309997558594,32757000,0.0,0.0,128.97521362304687,,5.585543557953376,0.040680246112194896
2024-05-16,141.68263597488368,143.61014288951287,139.6020976946132,140.30455017089844,28395000,0.0,0.0,129.73598709106446,,6.045633277974917,-0.016739070109880405
2024-05-17,140.3333708690596,141.03979543127932,137.28907154363677,138.6313934326172,18174000,0.0,0.0,130.68275718688966,,5.870726770451911,-0.01192517802340165
2024-05-20,138.70193708023254,140.78246022379153,138.4197523327169,140.4933319091797,27170000,0.0,0.0,131.62450942993163,,5.857570867137747,0.013430857401483864
2024-05-21,138.96819952841628,140.03230873834616,138.44955449754676,139.01986694335938,15333000,0.0,0.0,132.3697338104248,,5.799767160516299,-0.010487792878119073
2024-05-22,138.70292750281493,139.59614618688093,137.53151130610212,138.32835388183594,21002000,0.0,0.0,133.0424777984619,,5.6632157387300355,-0.004974203160510671
2024-05-23,141.92407984980582,141.9807047947779,136.91352267085335,138.43267822265625,31039000,0.0,0.0,133.53364753723145,,5.684440127856123,0.0007541790088056999
2024-05-24,139.0784971249789,140.44862361960227,138.30648768244882,139.87831115722656,16730000,0.0,0.0,133.8504467010498,,5.858829498130155,0.010442858963150004
2024-05-28,140.0929304524583,140.8063137786103,138.3581604922358,140.3363494873047,22919000,0.0,0.0,134.21722145080565,,6.029953444724093,0.0032745486150693726
2024-05-29,139.0099424451749,139.0099424451749,137.41029920077779,138.17236328125,26861000,0.0,0.0,134.66631355285645,,5.970048884286957,-0.015419997840619648
2024-05-30,137.01287817542945,137.38845243052498,134.69190720457064,135.53048706054688,21728000,0.0,0.0,135.26851501464844,,5.359167647824124,-0.01912014934075912
2024-05-31,135.26021911142095,135.3784568420034,129.88501878086532,132.0003204345703,73091000,0.0,0.0,135.71552047729492,,4.607402598186344,-0.026047029731395388
2024-06-03,134.39980283104174,134.42960862608373,129.41507924252147,131.33961486816406,26278000,0.0,0.0,135.9330627441406,,4.263559733381619,-0.0050053330494280734
2024-06-04,131.1905565683033,132.3421122801926,129.86018126609667,132.22586059570312,23048000,0.0,0.0,136.03495254516602,,4.141647292279551,0.006747741177927535
2024-06-05,133.7341082778006,140.52512942105582,133.1916155453932,140.3999481201172,32947000,0.0,0.0,136.58131561279296,,3.9465588327020273,0.06181912893278385
2024-06-06,141.2723009187017,141.35377413660964,137.9309438648768,139.22555541992188,20172000,0.0,0.0,136.95837478637696,,3.812028609516904,-0.008364623462613907
2024-06-07,139.87235928684788,141.58328158987155,138.80327731257762,139.75909423828125,17859000,0.0,0.0,137.45997772216796,,3.453597148895083,0.003832190266723323
2024-06-10,140.07304480746637,143.97279757381517,140.00647449697635,143.1203155517578,31082000,0.0,0.0,137.99486389160157,,3.460768387903092,0.024050108021921535
2024-06-11,142.894798400992,145.55855100922955,140.71192574278734,145.16310119628906,34844000,0.0,0.0,138.60849075317384,,3.593564633067444,0.014273205286446489
2024-06-12,149.0350295797132,149.61130018003,146.69021117456728,148.5889129638672,56697000,0.0,0.0,139.18217544555665,,4.206242938306953,0.023599742216486197
2024-06-13,169.8999423725095,172.46831951706264,164.18891865663326,166.8188934326172,89061000,0.0,0.0,140.3884651184082,,7.4640048795933405,0.12268735335040137
2024-06-14,167.60083401475092,173.59998549640918,167.127898222849,172.38783264160156,69705000,0.0,0.0,141.99262924194335,,10.338995261860003,0.033383144405245924
2024-06-17,178.84204336474136,183.1143840994691,176.71382474669127,181.71046447753906,87528000,0.0,0.0,144.14658279418944,,13.580984866623867,0.05407940742151718
